State,NameOfFirm,URL,PrimaryContact,Address,Phone,ListOfStaff,Website,Specialities
Kentucky,Schluter Systems L.P.,https://remodelingdoneright.nari.org/remodelers/12605181/Details/,Greg Bickley,"Crestwood, KY",502-919-0363,Greg Bickley,,Other
Louisiana,"Banner Property Management, Inc.",https://remodelingdoneright.nari.org/remodelers/12538543/Details/,Marc Banner CR,"Metairie, LA",(504)888-8350,Marc Banner CR,http://bpmcentral.com/,Roofing Contractor;Contractor;Cabinet Installer;Restoration;Remodeling Contractor;Flooring Contractor;Tile Contractor;Kitchens/Baths;Windows/Doors
Louisiana,"James Andrus Construction, Inc.",https://remodelingdoneright.nari.org/remodelers/86258/Details/,James Andrus CR,"Lafayette, LA",(337)993-1131,James Andrus CR,http://jamesandruscr.com/,Contractor;Kitchens/Baths;Design/Build;Additions;Universal Design Remodeler;Remodeling Contractor;Outdoor Living/Kitchens
Louisiana,"Renovate, Inc.",https://remodelingdoneright.nari.org/remodelers/87633/Details/,"Nick Castjohn CR, GCP, UDCP","Kenner, LA",(504)464-4700,"Nick Castjohn CR, GCP, UDCP",http://www.renovateinc.com/,Universal Design Remodeler;Siding Contractor;Deck Contractor;Flooring Contractor;Tile Contractor;Green Remodeler;Kitchens/Baths;Contractor;Restoration;Remodeling Contractor
Louisiana,MLM Construction LLC dba MLM Incorporated,https://remodelingdoneright.nari.org/remodelers/12603192/Details/,Maciej Medrzycki CRPM,"Metairie, LA",(504)322-7050,Craig Cochrane II CRPM; Maciej Medrzycki CRPM,http://www.mlm-inc.com/,Painting;Restoration;Contractor;Kitchens/Baths;Remodeling Contractor;Residential & Commercial Remodel
Louisiana,Bright Construction LLC,https://remodelingdoneright.nari.org/remodelers/12674703/Details/,Wesley Lambright,"Monroe, LA",(318) 348-6033,Wesley Lambright,,Contractor
Louisiana,"Colmex Construction, LLC",https://remodelingdoneright.nari.org/remodelers/12627921/Details/,Angelica Rivera,"New Orleans, LA",(504)383-8092,Angelica Rivera,http://www.colmexconstruction.com/,Insulation Contractor;Concrete Services;Green Remodeler;Residential & Commercial Remodel;Contractor;Roofing Contractor;Heating Air Conditioning Contractor;Siding Contractor;Remodeling Contractor
Louisiana,"Entablature, LLC",https://remodelingdoneright.nari.org/remodelers/12675528/Details/,Chris Kornman,"New Orleans, LA",504-322-3822,Chris Kornman,http://www.entablature.com/,Contractor
Louisiana,Acadian Windows and Siding,https://remodelingdoneright.nari.org/remodelers/12693821/Details/,Robert Himmaugh,"Destrehan, LA",504-667-9187,Robert Himmaugh,http://www.acadianwindows.com/,Contractor
Maine,"O'Brien Wood & Iron, LLC",https://remodelingdoneright.nari.org/remodelers/12630882/Details/,Matthew O'Brien,"Portland, ME",207-536-7860,Ethan Lavendier CRPM; Matthew O'Brien; William Wheeler CLC,http://www.obrienwoodandiron.com/,Cabinets - Refacing;Cabinet Installer;Deck Contractor;Green Remodeler;Kitchens/Baths;Windows/Doors;Restoration;Remodeling Contractor
Maine,"LeadSMART Training Solutions, Inc.",https://remodelingdoneright.nari.org/remodelers/12691770/Details/,Peter Lawton,"South Berwick, ME",508-735-6041,Peter Lawton,http://www.leadssmarttraining.com/,Education
Maryland,"Case Design/Remodeling, Inc.",https://remodelingdoneright.nari.org/remodelers/86680/Details/,Joseph Divel,"Bethesda, MD",(301)229-4600,"Twain Brown CLC; Bruce Case CLC; Frederic Case MCR-Ret; April Case Underwood CR, CKBR; Melissa Cooley CKBR; Joseph Divel; Carolyn Elleman UDCP; Elena Eskandari CKBR, UDCP; Hope Hassell UDCP; Kwasi Hemeng CKBR, UDCP; Alexandria Hubbard UDCP; Penny Jones UDCP; Zahra Keihani CKBR; Chuck Khiel MCR, UDCP; Christine King UDCP; Samantha Klickna CKBR; Brian Knipp CKBR, UDCP; Ellen Linstead Whitmore UDCP; Avneet Luthra UDCP; Stephen Magill CKBR, CLC; Allie Mann CKBR; Vicente Neto UDCP; Scott North UDCP; Grant Polen CKBR, CLC; Loren Sanders CRPM; James Savary UDCP; Neil Shaut CKBR; Elizabeth Shepard CKBR, UDCP; Kevin Shore CKBR; Kenechukwu Ugwuoke UDCP; George Weissgerber MCR-Ret, CKBR-Ret; Melissa Wood UDCP",http://www.casedesign.com/,Deck Contractor;Green Remodeling Consultant;Universal Design Remodeler;Restoration;Remodeling Contractor;Kitchens/Baths;Plumbing Contractor;Windows/Doors;Contractor
Maryland,"Glickman Design Build, LLC",https://remodelingdoneright.nari.org/remodelers/12593438/Details/,"Russell Glickman MCR, UDCP","Rockville, MD",(301) 444-4663,"John Fowler CKBR, CRPM; Russell Glickman MCR, UDCP; Joe Leonard CR; Nathaniel West UDCP; Justin Wigfield CRPM",http://www.glickmandesignbuild.com/,Remodeling Contractor;Green Remodeler;Additions;Interior Design;Architectural Design;Contractor;Kitchens/Baths;Universal Design Remodeler;Business Services/Consulting;Design/Build
Maryland,"Merrick Design and Build, Inc.",https://remodelingdoneright.nari.org/remodelers/116702/Details/,"David Merrick MCR, UDCP","Kensington, MD",(301)946-2356,"Rodrigo Canete CLC; David Merrick MCR, UDCP; Addie Merrick-Phang CR, CKBR",http://www.remodelwithmerrick.com/,Windows/Doors;Kitchens/Baths;Deck Contractor;Restoration;Basement Remodeling;Green Remodeler;Universal Design Remodeler;Remodeling Contractor;Contractor
Maryland,"S. D. Lohr, Inc.",https://remodelingdoneright.nari.org/remodelers/12290358/Details/,"Kristina Lohr MCR, GCP","Waldorf, MD",(301)645-0821,"Kristina Lohr MCR, GCP",http://www.sdlohr.com/,Restoration;Contractor;Green Remodeler;Remodeling Contractor
Maryland,"Tabor Design Build, Inc.",https://remodelingdoneright.nari.org/remodelers/12280127/Details/,"John Tabor MCR, CRPM","Rockville, MD",(301)417-6570,"Ramon Alonso CRPM; Aaron Dickerson CRPM; Brian Flores CLC; John Tabor MCR, CRPM; Matthew Tyma CRPM",http://www.tabordesignbuild.com/,Deck Contractor;Windows/Doors;Universal Design Remodeler;Kitchens/Baths;Contractor;Cabinets - Refacing;Remodeling Contractor;Cabinet Installer;Green Remodeler
Maryland,"Anthony Wilder Design/Build, Inc.",https://remodelingdoneright.nari.org/remodelers/12283464/Details/,Mary Johnston,"Cabin John, MD",(301)907-0100,"Brian Bechtel CRPM; Robert Farrie CR, CRPM, CLC; Mary Johnston; Michael Marion CLC; Thomas Notto CLC; Steve Spohr CLC",http://www.anthonywilder.com/,Deck Contractor;Remodeling Contractor;Specialty Contractor;Universal Design Remodeler;Contractor;Kitchens/Baths;Green Remodeler;Restoration;Design/Build
Maryland,Daniel Krienbuehl Contractors Inc.,https://remodelingdoneright.nari.org/remodelers/12569992/Details/,Daniel Krienbuehl CR,"Silver Spring, MD",(301) 962-0581,Daniel Krienbuehl CR,http://www.dkcontractors.biz/,Remodeling Contractor;Kitchens/Baths;Cabinet Installer;Tile Contractor;Green Remodeler;Restoration;Contractor;Deck Contractor;Masonry Contractor;Windows/Doors
Maryland,"Fairfield Contracting, Inc.",https://remodelingdoneright.nari.org/remodelers/12615301/Details/,"Mark Ramey CR, UDCP","Arnold, MD",(410)349-2178,"Mark Ramey CR, UDCP",http://www.fairfieldcontracting.com/,Kitchens/Baths;Contractor;Basement Remodeling;Roofing Contractor;Flooring Contractor;Deck Contractor;Moulding;Remodeling Contractor;Windows/Doors;Drywall
Maryland,Gilday Renovations,https://remodelingdoneright.nari.org/remodelers/87754/Details/,Thomas Gilday CR,"Silver Spring, MD",(301)565-4600 (22),Kevin Gilday GCP; Thomas Gilday CR,http://www.gilday.com/,Remodeling Contractor;Architectural Design;Contractor;Design/Build;Kitchens/Baths;Additions
Maryland,Improvement Zone,https://remodelingdoneright.nari.org/remodelers/12585834/Details/,Jane Neboshynsky,"Severna Park, MD",(443)221-4661,"Jane Neboshynsky; Nicholas Neboshynsky CR, UDCP; Walter Neboshynsky UDCP",http://www.improvement-zone.com/,Green Remodeler;Restoration;Deck Contractor;Contractor;Universal Design Remodeler;Windows/Doors;Kitchens/Baths;Remodeling Contractor;Masonry Contractor
Maryland,Laurence Cafritz Builders,https://remodelingdoneright.nari.org/remodelers/123808/Details/,Laurence Cafritz CR,"Bethesda, MD",(301)320-0125,Laurence Cafritz CR,http://www.cafritzbuilders.com/,Kitchens/Baths;Remodeling Contractor;Additions;Contractor
Maryland,MGD Design/Build Company,https://remodelingdoneright.nari.org/remodelers/90665/Details/,Michael Dent CR,"Kensington, MD",(301)587-8535,Michael Dent CR,http://www.mgddesignbuild.com/,Additions;Kitchens/Baths;Contractor;Remodeling Contractor
Maryland,"P. A. Portner, Inc.",https://remodelingdoneright.nari.org/remodelers/12528812/Details/,Dave Worrell Sr. CR,"Gaithersburg, MD",(301)417-0744,David Worrell Jr. CRPM; Dave Worrell Sr. CR,http://www.paportner.com/,Additions;Remodeling Contractor;Architectural Design;Millwork;Residential & Commercial Remodel;Contractor;Kitchens/Baths
Maryland,"Talon Construction, Inc.",https://remodelingdoneright.nari.org/remodelers/12536704/Details/,Edward Rasavage CR,"Frederick, MD",301-620-8604 (204),Robert DeIuliis CR; Edward Rasavage CR,http://www.talon-construction.com/,Design/Build;Residential & Commercial Remodel;Business Services/Consulting;Kitchens/Baths;Additions;Remodeling Contractor;Contractor
Maryland,"Lundberg Builders, Inc.",https://remodelingdoneright.nari.org/remodelers/12562218/Details/,Brad Lundberg,"Stevensville, MD",(410)643-3334,Marion Chambers CRPM; Delmer Charles CRPM; Brad Lundberg; Eamon Seidel CKBR,http://lundbergbuilders.com/,Restoration;Remodeling Contractor;Windows/Doors;Universal Design Remodeler;Cabinet Installer;Green Remodeler;Kitchens/Baths;Deck Contractor;Contractor
Maryland,"Spectrum Design Build, Inc.",https://remodelingdoneright.nari.org/remodelers/12571269/Details/,Keith A. Vaughan,"Silver Spring, MD",301-585-6630,Daniel Gardner CRPM; Eric Henderson CKBR; Charles Hunter CRPM; Keith A. Vaughan,http://www.spectrumdesignbuild.com/,Millwork;Contractor;Kitchens/Baths;Sunrooms;Specialty Contractor;Remodeling Contractor;Home Theater;Additions
Maryland,"Hopkins & Porter Construction, Inc.",https://remodelingdoneright.nari.org/remodelers/84646/Details/,Ray Hornsby,"Potomac, MD",(301)840-9121 (35),"James Dyott CRPM, CLC; Ray Hornsby",http://www.hopkinsandporter.com/,Additions;Green Remodeler;Architectural Design;Design/Build;Deck Contractor;Remodeling Contractor;Contractor;Kitchens/Baths
Maryland,"The Alexander Group, Inc.",https://remodelingdoneright.nari.org/remodelers/88910/Details/,Alex Dean GCP,"Bethesda, MD",(301)230-3040,Alex Dean GCP,http://www.alexandergroup.net/,Contractor;Design/Build;Roofing Contractor;Remodeling Contractor;Tile Contractor;Green Remodeler;Universal Design Remodeler;Kitchens/Baths;Windows/Doors
Maryland,InSite Builders & Remodeling,https://remodelingdoneright.nari.org/remodelers/12538683/Details/,Stephen Gordon UDCP,"Bethesda, MD",(301)263-9700,Stephen Gordon UDCP,http://www.insitebuildersllc.com/,Contractor;Wine Cellars;Kitchens/Baths;Additions;Millwork;Specialty Contractor;Remodeling Contractor
Maryland,"KB Lueck Building Consultants, LLC",https://remodelingdoneright.nari.org/remodelers/12623027/Details/,Kevin Lueck UDCP,"Arnold, MD",443-924-1015,Kevin Lueck UDCP,http://www.kblueck.com/,Siding Contractor;Cabinet Installer;Remodeling Contractor;Flooring Contractor;Deck Contractor;Contractor;Roofing Contractor;Universal Design Remodeler;Windows/Doors
Maryland,Rezen Contractors,https://remodelingdoneright.nari.org/remodelers/12618037/Details/,Anilton Rezende UDCP,"Ashton, MD",301-260-7766,Anilton Rezende UDCP,http://www.rezen-inc.net/,Kitchens/Baths;Roofing Contractor;Deck Contractor;Tile Contractor;Remodeling Contractor;Sunrooms;Painting;Contractor;Drywall;Additions
Maryland,"AC Remodeling, Inc.",https://remodelingdoneright.nari.org/remodelers/12689879/Details/,Alejandro Reyes,"Gaithersburg, MD",240.632.1660,Alejandro Reyes,http://www.acremodeling.com/,Cabinets;Design/Build;Basement Remodeling;Home Technology Products & Services;Cabinet Installer;Kitchens/Baths
Maryland,Alexander Design/Build Group,https://remodelingdoneright.nari.org/remodelers/12668827/Details/,Alex Tobing,"Silver Spring, MD",301.433.3614,Alex Tobing,http://www.alexanderdbg.com/,Decks & Patios;Basement Remodeling;Drywall;Kitchens/Baths;Additions;Remodeler;Design/Build;Painting
Maryland,Apter Remodeling/Craftsman,https://remodelingdoneright.nari.org/remodelers/12628688/Details/,Andy Apter,"Annapolis, MD",410-295-9410,Andy Apter,http://www.apterremodeling.com/,Fireplaces/Chimneys;Windows/Doors;Residential & Commercial Remodel;Porches;Decks & Patios;Restoration;Kitchens/Baths;Additions;Cabinets;Remodeler
Maryland,Ascend Design Build,https://remodelingdoneright.nari.org/remodelers/12693196/Details/,Majid Jajafi,"Bethesda, MD",301-525-5672,Majid Jajafi,http://www.ascenddesignbuild.com/,Design/Build;Kitchens/Baths;Remodeler;Residential Remodeling;Additions
Maryland,B.N.V. Remodeling Company,https://remodelingdoneright.nari.org/remodelers/12644070/Details/,Mark Wardlaw,"Bowie, MD",301-512-9329,Mark Wardlaw,http://www.bnvremodeling.com/,Remodeler;Kitchens/Baths;Cabinets - Refacing;Painting;Basement Remodeling;Flooring Contractor;Tile Contractor
Maryland,"Bob Grill General Contractor, Inc.",https://remodelingdoneright.nari.org/remodelers/12619437/Details/,Merinda Garland,"Lanham, MD",301-577-7768,Merinda Garland,http://www.bobgrill.net/,Basement Remodeling;Kitchens/Baths;Decks & Patios;Foundations;Additions;Residential & Commercial Remodel;Concrete Services;Universal Design Remodeler;Remodeler
Maryland,Bowen Remodeling & Design,https://remodelingdoneright.nari.org/remodelers/12628429/Details/,Joe Bowen,"Crofton, MD",410-451-5928,Joe Bowen,http://www.bowenremodeling.com/,Painting;Contractor;Kitchens/Baths;Basement Remodeling;Handyman Services;Drywall
Maryland,Brothers Services Company,https://remodelingdoneright.nari.org/remodelers/12671348/Details/,John Martindale,"Hampstead, MD",410-834-8187,John Martindale,http://www.brothersservices.com/,
Maryland,Calandra Contracting,https://remodelingdoneright.nari.org/remodelers/12605534/Details/,Maria Calandra,"Highland, MD",(301)674-1949,Maria Calandra,http://www.calandracontracting.com/,Remodeling Contractor;Handyman Services;Kitchens/Baths;Outdoor Living/Kitchens;Contractor
Maryland,CARNEMARK design + build,https://remodelingdoneright.nari.org/remodelers/95881/Details/,Jonas Carnemark,"Bethesda, MD",(301)657-5000,Jonas Carnemark,http://www.carnemark.com/,Additions;Restoration;Remodeling Contractor;Kitchens/Baths;Contractor;Green Remodeler;Specialty Contractor;Basement Remodeling
Maryland,"Chance and Associates, Inc.",https://remodelingdoneright.nari.org/remodelers/12290446/Details/,Jay Chance,"Easton, MD",(410)310-4529,Jay Chance,http://www.chanceandassociates.com/,Green Remodeler;Remodeling Contractor;Siding Contractor;Contractor;Cabinet Installer;Kitchens/Baths;Restoration;Windows/Doors;Deck Contractor
Maryland,Chevy Chase Remodeling,https://remodelingdoneright.nari.org/remodelers/12686798/Details/,Steven Depollar,"Potomac, MD",301-674-7456,Steven Depollar,,
Maryland,"City Renovations & Remodeling, LLC",https://remodelingdoneright.nari.org/remodelers/12556288/Details/,Michael Wiggs,"Fort Washington, MD",301 254 7467,Michael Wiggs,http://www.cityrenovations.net/,Additions;Design/Build;Kitchen;Contractor;Basement Remodeling
Maryland,Creative Spaces Remodeling,https://remodelingdoneright.nari.org/remodelers/12687871/Details/,John Johnson,"Edgewater, MD",410-867-0407,John Johnson,http://www.remodelthebay.com/,Remodeling Contractor;Contractor
Maryland,Cricket Creek kitchens and baths,https://remodelingdoneright.nari.org/remodelers/12687471/Details/,Bill Ripple,"Fulton, MD",301.704.5468,Bill Ripple,http://www.cckb.net/,Tile Contractor;Kitchens/Baths;Design/Build;Marble & Stone;Basement Remodeling
Maryland,"Curbio, Inc.",https://remodelingdoneright.nari.org/remodelers/12691537/Details/,James Bruno,"Potomac, MD",215-704-7094,James Bruno,http://www.curbio.com/,Design/Build;Kitchens/Baths;Condominium Remodeling;Basement Remodeling
Maryland,Doug Pruett Construction,https://remodelingdoneright.nari.org/remodelers/12602570/Details/,Douglas Pruett,"Annapolis, MD",(410)224-4057,Douglas Pruett,http://www.dougpruettconstruction.com/,Deck Contractor;Restoration;Universal Design Remodeler;Contractor;Remodeling Contractor;Kitchens/Baths;Windows/Doors
Maryland,EMC Contracting,https://remodelingdoneright.nari.org/remodelers/12693111/Details/,Alison Collier,"Dunkirk, MD",301-390-3525,Alison Collier,,Contractor
Maryland,EnviroBuild Construction,https://remodelingdoneright.nari.org/remodelers/12629659/Details/,Raphael Aliel,"Rockville, MD",(240)200-4079,Raphael Aliel,http://www.envirobuildpros.com/,Additions;Bath;Kitchens/Baths;Design/Build;Remodeler
Maryland,Finecraft Contractors,https://remodelingdoneright.nari.org/remodelers/12646719/Details/,Niko Papaherakis,"Gaithersburg, MD",301-330-9191,Niko Papaherakis,http://www.finecraftcontractors.com/,Windows/Doors;Pools;Kitchens/Baths;Contractor;Design/Build;Cabinets;Remodeling Contractor;Universal Design Remodeler;Outdoor Living/Kitchens
Maryland,"Gaithersburg and Fairfax Garage Door, Inc.",https://remodelingdoneright.nari.org/remodelers/12585162/Details/,Peter Giglio,"Gaithersburg, MD",(301) 990-6200,Peter Giglio,http://www.gaithersburggaragedoor.com/,Remodeling Contractor;Contractor;Garage Doors
Maryland,"Gary Nolder Contractor, LLC",https://remodelingdoneright.nari.org/remodelers/12673450/Details/,Gary Nolder,"Kensington, MD",570.490.0291,Gary Nolder,,Kitchen;Additions;Basement Remodeling;Remodeler;Bath
Maryland,"Gibbons Design-Build, Inc.",https://remodelingdoneright.nari.org/remodelers/12547346/Details/,Don Gibbons,"Garrett Park, MD",(301)775-6829,Don Gibbons,http://www.gibbonshomes.com/,Remodeling Contractor;Design/Build;Contractor
Maryland,GoldStar Construction,https://remodelingdoneright.nari.org/remodelers/12670536/Details/,Dassi Binnun,"Baltimore, MD",(410)764-3547,Dassi Binnun,,Contractor
Maryland,Greenleaf Construction,https://remodelingdoneright.nari.org/remodelers/12675616/Details/,George Brown,"Baltimore, MD",(410)207-0344,George Brown,http://greenleafbaltimore.com/,Remodeler
